id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,is_solid_named,target_gender,quota,rank_in_category,selected
22322,Women,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Wildcraft Women Solid Blue Tshirt,True,women,14,1,True
13947,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,United Colors of Benetton Women Solid Blue Tshirts,True,women,14,2,True
21591,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,United Colors of Benetton Women Solid Black Tshirt,True,women,14,3,True
10379,Women,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,United Colors of Benetton Women Solid Red T-shirt,True,women,14,4,True
24849,Women,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Flying Machine Women Black Solid Tshirt,True,women,14,5,True
14103,Women,Apparel,Topwear,Tshirts,Cream,Fall,2011.0,Casual,Flying Machine Women Solid Cream Tops,True,women,14,6,True
10343,Women,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Women Solid Blue Tshirts,True,women,14,7,True
11784,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Lee Women Solid Black Tshirts,True,women,14,8,True
19670,Women,Apparel,Topwear,Tshirts,Olive,Summer,2011.0,Casual,United Colors of Benetton Women Solid Olive T-shirt,True,women,14,9,True
22321,Women,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Wildcraft Women Solid White Tshirt,True,women,14,10,True
19555,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,United Colors of Benetton Women Solid Blue Polo Tshirt,True,women,14,11,True
10414,Women,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,United Colors of Benetton Women Solid Purple T-shirt,True,women,14,12,True
14074,Women,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Flying Machine Women Solid White Polo Tshirts,True,women,14,13,True
11750,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Lee Women Solid Black Tshirts,True,women,14,14,True
19556,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,United Colors of Benetton Women Solid White Polo Tshirt,True,women,14,15,False
12346,Women,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Formal,Reebok Women Grey Solid V-Neck T-shirt,True,women,14,16,False
10374,Women,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,United Colors of Benetton Women Solid Green T-shirt,True,women,14,17,False
11785,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Lee Women Solid Black Tshirts,True,women,14,18,False
19669,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,United Colors of Benetton Women Solid Black Tshirt,True,women,14,19,False
19557,Women,Apparel,Topwear,Tshirts,Olive,Summer,2011.0,Casual,United Colors of Benetton Women Solid Olive T-shirt,True,women,14,20,False
19612,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,United Colors of Benetton Women Solid Blue Tshirt,True,women,14,21,False
27430,Women,Apparel,Topwear,Tshirts,Grey Melange,Summer,2018.0,Casual,Jockey Women Grey Melange T-shirt 1359,False,women,14,22,False
57427,Women,Apparel,Topwear,Tshirts,Green,Summer,2015.0,Casual,Angry Birds Women Green T-shirt,False,women,14,23,False
27431,Women,Apparel,Topwear,Tshirts,Pink,Winter,2015.0,Casual,Jockey Women Pink T-shirt,False,women,14,24,False
57433,Women,Apparel,Topwear,Tshirts,Pink,Summer,2015.0,Casual,Angry Birds Women Pink T-shirt,False,women,14,25,False
57440,Women,Apparel,Topwear,Tshirts,Blue,Summer,2015.0,Casual,Angry Birds Women Blue T-shirt,False,women,14,26,False
57434,Women,Apparel,Topwear,Tshirts,Blue,Summer,2015.0,Casual,Angry Birds Women Blue T-shirt,False,women,14,27,False
57436,Women,Apparel,Topwear,Tshirts,Blue,Summer,2015.0,Casual,Angry Birds Women Blue T-shirt,False,women,14,28,False
10408,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,United Colors of Benetton Women Solid Black Tops,True,women,14,1,True
10429,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,United Colors of Benetton Women Solid Black Top,True,women,14,2,True
13956,Women,Apparel,Topwear,Tops,White,Summer,2011.0,Casual,United Colors of Benetton Women Solid White Tops,True,women,14,3,True
14095,Women,Apparel,Topwear,Tops,Navy Blue,Fall,2011.0,Casual,Flying Machine Women Solid Navy Blue Tops,True,women,14,4,True
10363,Women,Apparel,Topwear,Tops,Grey,Fall,2011.0,Casual,United Colors of Benetton Women Solid Grey Tops,True,women,14,5,True
19636,Women,Apparel,Topwear,Tops,Grey,Summer,2011.0,Casual,United Colors of Benetton Women Solid Grey Top,True,women,14,6,True
19624,Women,Apparel,Topwear,Tops,Green,Summer,2011.0,Casual,United Colors of Benetton Women Solid Green Top,True,women,14,7,True
19577,Women,Apparel,Topwear,Tops,Olive,Summer,2011.0,Casual,United Colors of Benetton Women Solid Olive Top,True,women,14,8,True
13521,Women,Apparel,Topwear,Tops,Grey,Fall,2011.0,Casual,Jealous 21 Women Solid Grey Tops,True,women,14,9,True
11338,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,United Colors of Benetton Women Solid Black Tops,True,women,14,10,True
11758,Women,Apparel,Topwear,Tops,White,Summer,2011.0,Casual,Lee Women Solid White Tops,True,women,14,11,True
13442,Women,Apparel,Topwear,Tops,White,Summer,2011.0,Casual,United Colors of Benetton Women Solid White Tops,True,women,14,12,True
11037,Women,Apparel,Topwear,Tops,Pink,Fall,2011.0,Casual,Jealous 21 Women Solid Pink Tops,True,women,14,13,True
15373,Women,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,Urban Yoga Women Solid Purple Tops,True,women,14,14,True
19681,Women,Apparel,Topwear,Tops,Olive,Summer,2011.0,Casual,United Colors of Benetton Women Solid Olive Top,True,women,14,15,False
19607,Women,Apparel,Topwear,Tops,Red,Summer,2011.0,Casual,United Colors of Benetton Women Solid Red Top,True,women,14,16,False
13946,Women,Apparel,Topwear,Tops,Blue,Fall,2011.0,Casual,United Colors of Benetton Women Solid Blue Tops,True,women,14,17,False
19666,Women,Apparel,Topwear,Tops,Grey,Summer,2011.0,Casual,United Colors of Benetton Women Solid Grey Top,True,women,14,18,False
19988,Women,Apparel,Topwear,Tops,Grey,Fall,2011.0,Casual,United Colors of Benetton Women Solid Grey Top,True,women,14,19,False
19616,Women,Apparel,Topwear,Tops,Yellow,Summer,2011.0,Casual,United Colors of Benetton Women Solid Yellow Top,True,women,14,20,False
14120,Women,Apparel,Topwear,Tops,Grey,Fall,2011.0,Casual,Flying Machine Women Solid Grey Tops,True,women,14,21,False
19591,Women,Apparel,Topwear,Tops,Navy Blue,Fall,2011.0,Casual,United Colors of Benetton Women Solid Navy Blue Top,True,women,14,22,False
19617,Women,Apparel,Topwear,Tops,Blue,Summer,2011.0,Casual,United Colors of Benetton Women Solid Blue Top,True,women,14,23,False
19637,Women,Apparel,Topwear,Tops,Grey,Summer,2011.0,Casual,United Colors of Benetton Women Solid Grey Top,True,women,14,24,False
21158,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,s.Oliver Women Solid Black Top,True,women,14,25,False
21115,Women,Apparel,Topwear,Tops,Lavender,Fall,2011.0,Casual,s.Oliver Women Solid Lavender Top,True,women,14,26,False
13456,Women,Apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,United Colors of Benetton Women Solid Pink Tops,True,women,14,27,False
19599,Women,Apparel,Topwear,Tops,Blue,Fall,2011.0,Casual,United Colors of Benetton Women Solid Blue Top,True,women,14,28,False
14197,Women,Apparel,Dress,Dresses,Black,Fall,2011.0,Casual,AND Women Solid Black Dresses,True,women,12,1,True
13472,Women,Apparel,Dress,Dresses,White,Summer,2011.0,Casual,United Colors of Benetton Women Solid White Dress,True,women,12,2,True
18897,Women,Apparel,Dress,Dresses,Green,Fall,2011.0,Casual,Arrow Woman Solid Green Dress,True,women,12,3,True
18896,Women,Apparel,Dress,Dresses,Cream,Fall,2011.0,Casual,Arrow Woman Solid Cream Dress,True,women,12,4,True
13470,Women,Apparel,Dress,Dresses,Pink,Summer,2011.0,Casual,United Colors of Benetton Women Solid Pink Dress,True,women,12,5,True
20637,Women,Apparel,Dress,Dresses,Grey,Fall,2011.0,Casual,AND Women Solid Grey and Black Dress,True,women,12,6,True
10406,Women,Apparel,Dress,Dresses,Grey,Fall,2011.0,Casual,United Colors of Benetton Women Solid Grey Dresses,True,women,12,7,True
59996,Women,Apparel,Dress,Dresses,Purple,Summer,2014.0,Casual,Avirate Black & Purple Dress,False,women,12,8,True
48084,Women,Apparel,Dress,Dresses,Red,Summer,2012.0,Casual,French Connection Women Red Dress,False,women,12,9,True
58489,Women,Apparel,Dress,Dresses,Beige,Summer,2012.0,Casual,Tonga Women Beige Dress,False,women,12,10,True
42209,Women,Apparel,Dress,Dresses,Purple,Summer,2012.0,Casual,Sepia Women Purple Dress,False,women,12,11,True
41571,Women,Apparel,Dress,Dresses,Red,Summer,2012.0,Casual,AND Women Red Dress,False,women,12,12,True
57057,Women,Apparel,Dress,Dresses,Red,Summer,2012.0,Casual,Elle Women Red A-Line Dress,False,women,12,13,True
43634,Women,Apparel,Dress,Dresses,Beige,Summer,2012.0,Casual,Vero Moda Women Beige Dress,False,women,12,14,True
48471,Women,Apparel,Dress,Dresses,Purple,Summer,2012.0,Casual,French Connection Purple Dress,False,women,12,15,False
59986,Women,Apparel,Dress,Dresses,Black,Fall,2012.0,Smart Casual,Avirate Women Black Dress,False,women,12,16,False
35990,Women,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Flying Machine Women Cotton Pink Dress,False,women,12,17,False
47651,Women,Apparel,Dress,Dresses,Grey,Summer,2012.0,Casual,Femella Women Grey Lace Dress,False,women,12,18,False
48470,Women,Apparel,Dress,Dresses,Teal,Summer,2012.0,Casual,French Connection Teal Dress,False,women,12,19,False
43658,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,ONLY Women Black Dress,False,women,12,20,False
54976,Women,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Femella Women Pink Dress,False,women,12,21,False
57988,Women,Apparel,Dress,Dresses,Orange,Fall,2012.0,Casual,Latin Quarters Women Orange Dress,False,women,12,22,False
49633,Women,Apparel,Dress,Dresses,Red,Summer,2012.0,Casual,Mineral Coral Dress,False,women,12,23,False
48481,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,French Connection Black Dress,False,women,12,24,False
52155,Women,Apparel,Dress,Dresses,Purple,Summer,2012.0,Casual,Femella Women Purple Color Block Dress,False,women,12,25,False
57049,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Elle Women Black A-Line Dress,False,women,12,26,False
57999,Women,Apparel,Dress,Dresses,Brown,Fall,2012.0,Casual,Latin Quarters Women Brown Dress,False,women,12,27,False
44682,Women,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,Wills Lifestyle Women Blue Dress,False,women,12,28,False
19734,Women,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,United Colors of Benetton Women Solid Black Shirt,True,women,10,1,True
13449,Women,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,United Colors of Benetton Women Solid Black Shirts,True,women,10,2,True
19727,Women,Apparel,Topwear,Shirts,White,Summer,2011.0,Casual,United Colors of Benetton Women Solid White Shirt,True,women,10,3,True
13457,Women,Apparel,Topwear,Shirts,White,Summer,2011.0,Casual,United Colors of Benetton Women Solid White Shirts,True,women,10,4,True
19736,Women,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,United Colors of Benetton Women Solid Black Shirt,True,women,10,5,True
18898,Women,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Arrow Woman Solid White Shirt,True,women,10,6,True
13448,Women,Apparel,Topwear,Shirts,Pink,Summer,2011.0,Casual,United Colors of Benetton Women Solid Pink Shirts,True,women,10,7,True
13450,Women,Apparel,Topwear,Shirts,White,Summer,2011.0,Casual,United Colors of Benetton Women Solid White Shirts,True,women,10,8,True
13458,Women,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,United Colors of Benetton Women Solid Black Shirts,True,women,10,9,True
19726,Women,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,United Colors of Benetton Women Solid Black Shirt,True,women,10,10,True
20033,Women,Apparel,Topwear,Shirts,Lavender,Summer,2011.0,Casual,United Colors of Benetton Women Solid Lavender Shirt,True,women,10,11,False
19728,Women,Apparel,Topwear,Shirts,Purple,Summer,2011.0,Casual,United Colors of Benetton Women Solid Purple Shirt,True,women,10,12,False
27890,Women,Apparel,Topwear,Shirts,Charcoal,Summer,2012.0,Formal,Scullers For Her Charcoal Shirt,False,women,10,13,False
33543,Women,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Wrangler Women Bella Red Shirt,False,women,10,14,False
39224,Women,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Casual,Femella Women Pink Shirt,False,women,10,15,False
44656,Women,Apparel,Topwear,Shirts,Blue,Winter,2012.0,Casual,Lee Women Blue Shirt,False,women,10,16,False
32394,Women,Apparel,Topwear,Shirts,Lavender,Summer,2012.0,Formal,Arrow Woman Lavender Shirt,False,women,10,17,False
33965,Women,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Femella Women Blue Shirt,False,women,10,18,False
59892,Women,Apparel,Topwear,Shirts,Blue,Fall,2012.0,Casual,Femella Women Blue Shirt,False,women,10,19,False
29273,Women,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Wrangler Women Suzan Blue Shirt,False,women,10,20,False
11318,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,United Colors of Benetton Women Solid Black Jeans,True,women,12,1,True
9144,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013.0,Casual,Lee Women Scraped Blue Roxy Fit Jeans,False,women,12,2,True
9148,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013.0,Casual,Lee Women Blue Jeans,False,women,12,3,True
50944,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2013.0,Casual,Lee Women Navy Blue Jeggings,False,women,12,4,True
50961,Women,Apparel,Bottomwear,Jeans,Black,Summer,2013.0,Casual,Lee Women Black Jeans,False,women,12,5,True
9149,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013.0,Casual,Lee Women Rinse Blue Jeans,False,women,12,6,True
50947,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013.0,Casual,Lee Womens Blue Jeggings,False,women,12,7,True
9145,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013.0,Casual,Lee Women Rinsed Blue Roxy Fit Jeans,False,women,12,8,True
50942,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013.0,Casual,Lee Women Blue Jeans,False,women,12,9,True
50963,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013.0,Casual,Lee Womens Blue Jeggings,False,women,12,10,True
50956,Women,Apparel,Bottomwear,Jeans,Black,Summer,2013.0,Casual,Lee Women Black Jeans,False,women,12,11,True
9150,Women,Apparel,Bottomwear,Jeans,Black,Summer,2013.0,Casual,Lee Black Maxi Super-Skinny Jeans,False,women,12,12,True
9142,Women,Apparel,Bottomwear,Jeans,Black,Summer,2013.0,Casual,Lee Women Black Eva Fit Jeans,False,women,12,13,False
9146,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013.0,Casual,Lee Women Mid Stone Blue Maxi Fit Jeans,False,women,12,14,False
9141,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013.0,Casual,Lee Women Blue Cherrie Slim Fit Jeans,False,women,12,15,False
50960,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013.0,Casual,Lee Womens Blue Jeans,False,women,12,16,False
9143,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013.0,Casual,Lee Women Blue Skinny Fit Stretchable Jeans,False,women,12,17,False
50945,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013.0,Casual,Lee Womens Blue Maxi Fit Jeans,False,women,12,18,False
50952,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013.0,Casual,Lee Womens Blue Roxy Fit Jeans,False,women,12,19,False
50949,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2013.0,Casual,Lee Women Navy Blue Roxy Fit Jeans,False,women,12,20,False
51356,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Spykar Women Blue Jeans,False,women,12,21,False
51504,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Denizen Women Blue Jeans,False,women,12,22,False
27008,Women,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Jealous 21 Women Washed Black Jeggings,False,women,12,23,False
32559,Women,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,ONLY Women Black Jeans,False,women,12,24,False
18713,Women,Apparel,Bottomwear,Skirts,Grey,Fall,2011.0,Formal,Arrow Woman Solid Grey Skirt,True,women,9,1,True
10366,Women,Apparel,Bottomwear,Skirts,Black,Fall,2011.0,Casual,United Colors of Benetton Women Solid Black Skirt,True,women,9,2,True
18712,Women,Apparel,Bottomwear,Skirts,Black,Fall,2011.0,Formal,Arrow Women Solid Black Skirt,True,women,9,3,True
34492,Women,Apparel,Bottomwear,Skirts,Black,Summer,2012.0,Formal,Van Heusen Woman Black Skirt,False,women,9,4,True
57087,Women,Apparel,Bottomwear,Skirts,Yellow,Summer,2012.0,Casual,Elle Women Yellow Skirt,False,women,9,5,True
47658,Women,Apparel,Bottomwear,Skirts,Purple,Summer,2012.0,Casual,Femella Women Purple & Black Skirt,False,women,9,6,True
41153,Women,Apparel,Bottomwear,Skirts,Charcoal,Summer,2012.0,Casual,Allen Solly Woman Charcoal Skirt,False,women,9,7,True
26364,Women,Apparel,Bottomwear,Skirts,Grey,Summer,2012.0,Formal,Arrow Woman Grey Skirt,False,women,9,8,True
57082,Women,Apparel,Bottomwear,Skirts,Blue,Summer,2012.0,Casual,Elle Women Blue Skirt,False,women,9,9,True
40428,Women,Apparel,Bottomwear,Skirts,Grey,Summer,2012.0,Formal,Tonga Women Grey Formal Skirt,False,women,9,10,True
34494,Women,Apparel,Bottomwear,Skirts,Black,Summer,2012.0,Formal,Van Heusen Woman Black Skirt,False,women,9,11,False
25930,Women,Apparel,Bottomwear,Skirts,Black,Summer,2012.0,Casual,Femella Women Black Skirt,False,women,9,12,False
49654,Women,Apparel,Bottomwear,Skirts,Grey,Summer,2012.0,Casual,Mineral Women Grey Skirt,False,women,9,13,False
35958,Women,Apparel,Bottomwear,Skirts,Black,Summer,2012.0,Casual,Flying Machine Women Viscose Black Skirt,False,women,9,14,False
40432,Women,Apparel,Bottomwear,Skirts,Black,Summer,2012.0,Formal,Tonga Women Black Skirt,False,women,9,15,False
57091,Women,Apparel,Bottomwear,Skirts,Black,Summer,2012.0,Casual,Elle Women Black Skirt,False,women,9,16,False
25931,Women,Apparel,Bottomwear,Skirts,Red,Summer,2012.0,Casual,Femella Women Red Skirt,False,women,9,17,False
37930,Women,Apparel,Bottomwear,Skirts,Brown,Summer,2012.0,Casual,Mineral Women Brown Skirt,False,women,9,18,False
57092,Women,Apparel,Bottomwear,Skirts,Off White,Summer,2012.0,Casual,Elle Women Off White Skirt,False,women,9,19,False
40434,Women,Apparel,Bottomwear,Skirts,Charcoal,Summer,2012.0,Casual,Tonga Women Charcoal Skirt,False,women,9,20,False
48099,Women,Apparel,Bottomwear,Trousers,Brown,Summer,2012.0,Casual,French Connection Women Light Brown Trousers,False,women,8,1,True
57141,Women,Apparel,Bottomwear,Trousers,Olive,Summer,2012.0,Casual,Elle Women Olive Trousers,False,women,8,2,True
32405,Women,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2012.0,Formal,Arrow Woman Navy Blue Trousers,False,women,8,3,True
27922,Women,Apparel,Bottomwear,Trousers,Olive,Summer,2012.0,Casual,Scullers Women Olive Trousers,False,women,8,4,True
44664,Women,Apparel,Bottomwear,Trousers,Charcoal,Summer,2012.0,Formal,Wills Lifestyle Women Charcoal Trousers,False,women,8,5,True
