id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,is_solid_named,target_gender,quota,rank_in_category,selected
32586,Women,Apparel,Bottomwear,Trousers,Brown,Summer,2012.0,Casual,ONLY Women Brown Trousers,False,women,8,6,True
57139,Women,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Casual,Elle Women Black Etra Slim Fit Trousers,False,women,8,7,True
32407,Women,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Formal,Arrow Woman Grey Trousers,False,women,8,8,True
32585,Women,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Casual,Only  Women Black Trousers,False,women,8,9,False
27919,Women,Apparel,Bottomwear,Trousers,Brown,Summer,2012.0,Formal,Scullers For Her Light Brown Trousers,False,women,8,10,False
41162,Women,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Casual,Allen Solly Woman Black Trousers,False,women,8,11,False
51610,Women,Apparel,Bottomwear,Trousers,Brown,Fall,2012.0,Casual,Kraus Jeans Women Brown Corduroy Trousers,False,women,8,12,False
43224,Women,Apparel,Bottomwear,Trousers,Black,Fall,2012.0,Formal,United Colors of Benetton Women Black Trouser,False,women,8,13,False
34504,Women,Apparel,Bottomwear,Trousers,Beige,Summer,2012.0,Formal,Van Heusen Woman Beige Trousers,False,women,8,14,False
27929,Women,Apparel,Bottomwear,Trousers,Brown,Summer,2012.0,Casual,Scullers For Her Brown Trousers,False,women,8,15,False
42348,Women,Apparel,Bottomwear,Trousers,Charcoal,Summer,2012.0,Casual,Flying Machine Women Back Trousers,False,women,8,16,False
20227,Women,Apparel,Topwear,Sweaters,Green,Fall,2011.0,Casual,Wrangler Women Solid Green Sweater,True,women,8,1,True
21162,Women,Apparel,Topwear,Sweaters,Pink,Fall,2011.0,Casual,s.Oliver Women Solid Pink Sweater,True,women,8,2,True
18959,Women,Apparel,Topwear,Sweaters,Blue,Fall,2011.0,Casual,United Colors of Benetton Women Solid Blue Sweater,True,women,8,3,True
20300,Women,Apparel,Topwear,Sweaters,Maroon,Fall,2011.0,Casual,Jealous 21 Women Solid Maroon Sweater,True,women,8,4,True
13961,Women,Apparel,Topwear,Sweaters,Pink,Fall,2011.0,Casual,Jealous 21 Women Solid Pink Sweaters,True,women,8,5,True
16990,Women,Apparel,Topwear,Sweaters,Red,Summer,2011.0,Casual,United Colors of Benetton Women Solid Red Sweater,True,women,8,6,True
20309,Women,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,Jealous 21 Women Solid Grey Sweater,True,women,8,7,True
20347,Women,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Casual,Scullers For Her Women Solid Black Sweater,True,women,8,8,True
17515,Women,Apparel,Topwear,Sweaters,Pink,Fall,2011.0,Casual,Jealous 21 Women Solid Pink Sweater,True,women,8,9,False
23047,Women,Apparel,Topwear,Sweaters,Charcoal,Fall,2011.0,Casual,Arrow Woman Charcoal Solid Sweater,True,women,8,10,False
20307,Women,Apparel,Topwear,Sweaters,White,Fall,2011.0,Casual,Jealous 21 Women Solid White Sweater,True,women,8,11,False
20298,Women,Apparel,Topwear,Sweaters,Pink,Fall,2011.0,Casual,Jealous 21 Women Solid Pink Sweater,True,women,8,12,False
15048,Women,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,ADIDAS Women Solid Grey Sweaters,True,women,8,13,False
20346,Women,Apparel,Topwear,Sweaters,Pink,Fall,2011.0,Casual,Scullers For Her Women Solid Pink Sweater,True,women,8,14,False
21134,Women,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,s.Oliver Women Solid Grey Sweater,True,women,8,15,False
13520,Women,Apparel,Topwear,Sweaters,Purple,Fall,2011.0,Casual,Jealous 21 Women Solid Purple Sweaters,True,women,8,16,False
27424,Women,Apparel,Loungewear and Nightwear,Shorts,Black,Winter,2015.0,Casual,Jockey Black Shorts,False,women,8,1,True
27426,Women,Apparel,Bottomwear,Shorts,Grey Melange,Winter,2015.0,Casual,Jockey Women Grey Melange Shorts,False,women,8,2,True
43656,Women,Apparel,Bottomwear,Shorts,Orange,Summer,2012.0,Casual,ONLY Women Orange Shorts,False,women,8,3,True
43309,Women,Apparel,Bottomwear,Shorts,White,Fall,2012.0,Casual,United Colors of Benetton Women's White Washed Shorts,False,women,8,4,True
32587,Women,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Casual,Only  Women Black Shorts,False,women,8,5,True
57216,Women,Apparel,Bottomwear,Shorts,Brown,Fall,2012.0,Casual,Kraus Jeans Women Brown Shorts,False,women,8,6,True
26985,Women,Apparel,Bottomwear,Shorts,Pink,Summer,2012.0,Casual,Jealous 21 Women Pink Shorts,False,women,8,7,True
43310,Women,Apparel,Bottomwear,Shorts,Pink,Summer,2012.0,Casual,United Colors of Benetton Womens Pink Shorts,False,women,8,8,True
21433,Women,Apparel,Bottomwear,Shorts,Blue,Winter,2012.0,Casual,Roxy Women Beach Brights Blue Shorts,False,women,8,9,False
43916,Women,Apparel,Bottomwear,Shorts,Yellow,Summer,2012.0,Casual,Femella Women Yellow Shorts,False,women,8,10,False
58491,Women,Apparel,Bottomwear,Shorts,Olive,Fall,2012.0,Casual,Tonga Women Olive Shorts,False,women,8,11,False
32589,Women,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Casual,Only  Women Black Shorts,False,women,8,12,False
26987,Women,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Casual,Jealous 21 Women Black Shorts,False,women,8,13,False
27026,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,Jealous 21 Women Blue Cropped Denim Shorts,False,women,8,14,False
41159,Women,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Casual,Allen Solly Woman Black Shorts,False,women,8,15,False
32903,Women,Apparel,Bottomwear,Shorts,Red,Summer,2012.0,Casual,Allen Solly Women Red Shorts,False,women,8,16,False
12532,Women,Apparel,Topwear,Jackets,Black,Fall,2011.0,Casual,Puma Women Solid Black Jackets,True,women,8,1,True
20376,Women,Apparel,Topwear,Jackets,Blue,Fall,2011.0,Casual,Urban Yoga Women Solid Blue Jacket,True,women,8,2,True
19333,Women,Apparel,Topwear,Jackets,Navy Blue,Fall,2011.0,Casual,United Colors of Benetton Women Solid Navy Blue Jacket,True,women,8,3,True
18520,Women,Apparel,Topwear,Jackets,Black,Fall,2011.0,Casual,C Vox Women Solid 1354 Black Jacket,True,women,8,4,True
20208,Women,Apparel,Topwear,Jackets,Purple,Fall,2011.0,Casual,Wrangler Women Solid Purple Jacket,True,women,8,5,True
18957,Women,Apparel,Topwear,Jackets,Grey,Fall,2011.0,Casual,United Colors of Benetton Women Solid Grey Knitted Jacket,True,women,8,6,True
18524,Women,Apparel,Topwear,Jackets,Black,Fall,2011.0,Casual,C Vox Women Solid 1351 Black Jacket,True,women,8,7,True
12533,Women,Apparel,Topwear,Jackets,Purple,Fall,2011.0,Casual,Puma Women Solid Purple Jackets,True,women,8,8,True
19330,Women,Apparel,Topwear,Jackets,Black,Fall,2011.0,Casual,United Colors of Benetton Women Solid Black Jacket,True,women,8,9,False
22314,Women,Apparel,Topwear,Jackets,Black,Fall,2011.0,Casual,Wildcraft Women Solid Black Jacket,True,women,8,10,False
19342,Women,Apparel,Topwear,Jackets,Black,Fall,2011.0,Casual,United Colors of Benetton Women Solid Black Jacket,True,women,8,11,False
18961,Women,Apparel,Topwear,Jackets,Grey,Fall,2011.0,Casual,United Colors of Benetton Women Solid Grey Jacket,True,women,8,12,False
19331,Women,Apparel,Topwear,Jackets,Navy Blue,Fall,2011.0,Casual,United Colors of Benetton Women Solid Navy Blue Jacket,True,women,8,13,False
20377,Women,Apparel,Topwear,Jackets,Pink,Fall,2011.0,Casual,Urban Yoga Women Solid Pink Jacket,True,women,8,14,False
19332,Women,Apparel,Topwear,Jackets,Black,Fall,2011.0,Casual,United Colors of Benetton Women Solid Black Jacket,True,women,8,15,False
46121,Women,Apparel,Topwear,Jackets,Black,Summer,2015.0,Casual,Wildcraft Women Black Jacket,False,women,8,16,False
40498,Women,Apparel,Innerwear,Camisoles,White,Summer,2017.0,Casual,Femella Women White Camisole,False,women,6,1,True
57151,Women,Apparel,Innerwear,Camisoles,Peach,Summer,2017.0,Casual,Elle Women Peach Camisole,False,women,6,2,True
57148,Women,Apparel,Innerwear,Camisoles,Black,Summer,2017.0,Casual,Elle Women Black Camisole,False,women,6,3,True
52484,Women,Apparel,Innerwear,Camisoles,White,Summer,2017.0,Casual,Red Rose White Camisole,False,women,6,4,True
52485,Women,Apparel,Innerwear,Camisoles,Blue,Summer,2017.0,Casual,Red Rose Blue Camisole,False,women,6,5,True
27496,Women,Apparel,Innerwear,Camisoles,White,Winter,2015.0,Casual,Jockey Women White Camisole,False,women,6,6,True
52516,Women,Apparel,Innerwear,Camisoles,White,Winter,2015.0,Casual,Red Rose White Camisole,False,women,6,7,False
50190,Women,Apparel,Innerwear,Camisoles,White,Winter,2015.0,Casual,Hanes Women White Camisole,False,women,6,8,False
27471,Women,Apparel,Innerwear,Camisoles,White,Winter,2015.0,Casual,Jockey White Camisole,False,women,6,9,False
52465,Women,Apparel,Innerwear,Camisoles,Black,Winter,2015.0,Casual,Red Rose Black Camisole,False,women,6,10,False
27498,Women,Apparel,Innerwear,Camisoles,Pink,Winter,2015.0,Casual,Jockey Pink Camisole,False,women,6,11,False
52470,Women,Apparel,Innerwear,Camisoles,White,Winter,2015.0,Casual,Red Rose White Camisole,False,women,6,12,False
19111,Men,Apparel,Topwear,Tshirts,Red,Summer,2016.0,Casual,Campbell Men Pack of 3 Solid Tshirts,True,men,4,1,True
19113,Men,Apparel,Topwear,Tshirts,White,Summer,2016.0,Casual,Campbell Men Pack of 3 Solid Tshirts,True,men,4,2,True
19109,Men,Apparel,Topwear,Tshirts,Beige,Summer,2016.0,Casual,Campbell Men Pack of 3 Solid T- Shirts,True,men,4,3,True
19108,Men,Apparel,Topwear,Tshirts,Beige,Summer,2016.0,Casual,Campbell Men Pack of 3 Solid Tshirts,True,men,4,4,True
19110,Men,Apparel,Topwear,Tshirts,Beige,Winter,2016.0,Casual,Campbell Men Pack of 3 Solid Tshirts,True,men,4,5,False
19107,Men,Apparel,Topwear,Tshirts,Beige,Summer,2016.0,Casual,Campbell Men Pack of 3 Solid Tshirts,True,men,4,6,False
19115,Men,Apparel,Topwear,Tshirts,White,Summer,2016.0,Casual,Campbell Men Pack of 3 Solid Tshirts,True,men,4,7,False
19112,Men,Apparel,Topwear,Tshirts,Grey,Summer,2016.0,Casual,Campbell Men Pack of 3 Solid Tshirts,True,men,4,8,False
19786,Men,Apparel,Topwear,Polo,Navy Blue,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Navy Blue Tshirt,True,men,3,1,True
19806,Men,Apparel,Topwear,Polo,Black,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Black Tshirt,True,men,3,2,True
19783,Men,Apparel,Topwear,Polo,Orange,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Orange Tshirt,True,men,3,3,True
19788,Men,Apparel,Topwear,Polo,Green,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Green Tshirt,True,men,3,4,False
19790,Men,Apparel,Topwear,Polo,Blue,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Blue Tshirt,True,men,3,5,False
19787,Men,Apparel,Topwear,Polo,White,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid White Tshirt,True,men,3,6,False
44587,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017.0,Casual,Lee Men Blue Rack Jeans,False,men,2,1,True
11348,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2017.0,Casual,Lee Men Navy Blue Powell Fit Jeans,False,men,2,2,True
44578,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017.0,Casual,Lee Men Blue Party Jeans,False,men,2,3,True
11341,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017.0,Casual,Lee Men Light Blue Chicago Fit Jeans,False,men,2,4,False
11344,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017.0,Casual,Lee Men Blue Chicago Fit Jeans,False,men,2,5,False
11340,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017.0,Casual,Lee Men Blue Chicago Fit Jeans,False,men,2,6,False
17150,Men,Apparel,Topwear,Jackets,Red,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Red Jacket,True,men,3,1,True
17151,Men,Apparel,Topwear,Jackets,Navy Blue,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Navy Blue Jacket,True,men,3,2,True
19860,Men,Apparel,Topwear,Jackets,Olive,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Olive Jacket,True,men,3,3,True
19856,Men,Apparel,Topwear,Jackets,Olive,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Olive Jackets,True,men,3,4,False
17154,Men,Apparel,Topwear,Jackets,Navy Blue,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Navy Blue Jacket,True,men,3,5,False
19855,Men,Apparel,Topwear,Jackets,Navy Blue,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Navy Blue Jackets,True,men,3,6,False
48085,Women,Apparel,Dress,Dresses,Purple,Summer,2012.0,Casual,French Connection Women Purple Dress,False,women,12,29,False
25908,Women,Apparel,Dress,Dresses,Red,Summer,2012.0,Casual,Femella Women Red Dress,False,women,12,30,False
54990,Women,Apparel,Dress,Dresses,Purple,Summer,2012.0,Casual,Femella Women Black & Purple Dress,False,women,12,31,False
39235,Women,Apparel,Dress,Dresses,Brown,Summer,2012.0,Casual,Femella Women Peach Crepe Front Zipper Dress Dress,False,women,12,32,False
58504,Women,Apparel,Dress,Dresses,Black,Fall,2012.0,Casual,Tonga Women Black Dress,False,women,12,33,False
43633,Women,Apparel,Dress,Dresses,Red,Summer,2012.0,Casual,Vero Moda Women Coral Coloured Dress,False,women,12,34,False
58003,Women,Apparel,Dress,Dresses,Blue,Fall,2012.0,Casual,Latin Quarters Women Blue Dress,False,women,12,35,False
43513,Women,Apparel,Dress,Dresses,Orange,Summer,2012.0,Casual,French Connection Women Orange Dress,False,women,12,36,False
39227,Women,Apparel,Dress,Dresses,Purple,Summer,2012.0,Casual,Femella Women Purple Tiered Dress,False,women,12,37,False
34588,Women,Apparel,Dress,Dresses,Cream,Summer,2012.0,Casual,Tonga Women Cream Dress,False,women,12,38,False
25972,Women,Apparel,Dress,Dresses,Brown,Summer,2012.0,Casual,Femella Women Brown Dress,False,women,12,39,False
57046,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Elle Women Black Sheath Dress,False,women,12,40,False
57068,Women,Apparel,Topwear,Jackets,Blue,Summer,2012.0,Casual,Elle Women Navy Blue Jacket,False,women,8,17,False
31317,Women,Apparel,Topwear,Jackets,Teal,Summer,2012.0,Casual,W Women Teal Jacket,False,women,8,18,False
57069,Women,Apparel,Topwear,Jackets,Charcoal,Summer,2012.0,Casual,Elle Women Charcoal Waistcoat,False,women,8,19,False
57063,Women,Apparel,Topwear,Jackets,White,Summer,2012.0,Casual,Elle Women White Jacket,False,women,8,20,False
57062,Women,Apparel,Topwear,Jackets,Blue,Summer,2012.0,Casual,Elle Women Blue Jacket,False,women,8,21,False
57064,Women,Apparel,Topwear,Jackets,Black,Summer,2012.0,Casual,Elle Women Black Jacket,False,women,8,22,False
57066,Women,Apparel,Topwear,Jackets,Pink,Summer,2012.0,Casual,Elle Women Pink Jacket,False,women,8,23,False
57067,Women,Apparel,Topwear,Jackets,Green,Summer,2012.0,Casual,Elle Women Green Retro Jacket,False,women,8,24,False
43673,Women,Apparel,Topwear,Jackets,Blue,Summer,2012.0,Casual,ONLY Women Blue Jacket,False,women,8,25,False
8200,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Locomotive Men Solid Lander Black T-Shirts,True,men,4,9,False
20958,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,s.Oliver Men Solid Grey Tshirt,True,men,4,10,False
13468,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,United Colors of Benetton Men Solid Green Tshirts,True,men,4,11,False
19161,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,United Colors of Benetton Men Solid White Tshirt,True,men,4,12,False
11730,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Lee Men Solid Yellow T-shirt,True,men,4,13,False
20000,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,United Colors of Benetton Men White Solid T-shirt,True,men,4,14,False
10410,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,United Colors of Benetton Men Solid White Tshirts,True,men,4,15,False
16493,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Locomotive Men Solid Forest Green TShirt,True,men,4,16,False
20358,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Spykar Men Solid Black T-Shirt,True,men,4,17,False
16931,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Spykar Men Solid Green Tshirt,True,men,4,18,False
19529,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,United Colors of Benetton Men Solid Green TShirt,True,men,4,19,False
16487,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Locomotive Men Solid Blue TShirt,True,men,4,20,False
19807,Men,Apparel,Topwear,Polo,White,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid White Tshirt,True,men,3,7,False
19784,Men,Apparel,Topwear,Polo,Green,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Green Tshirt,True,men,3,8,False
19791,Men,Apparel,Topwear,Polo,Yellow,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Yellow Tshirt,True,men,3,9,False
19789,Men,Apparel,Topwear,Polo,Orange,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Orange Tshirt,True,men,3,10,False
19785,Men,Apparel,Topwear,Polo,Red,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Red Tshirt,True,men,3,11,False
14078,Men,Apparel,Topwear,Polo,Grey,Fall,2011.0,Casual,Flying Machine Men Solid Grey Polo Tshirts,True,men,3,12,False
22312,Men,Apparel,Topwear,Jackets,Black,Summer,2015.0,Casual,Wildcraft Men Solid Black Jacket,True,men,3,7,False
22323,Men,Apparel,Topwear,Jackets,Red,Summer,2015.0,Casual,Wildcraft Men Solid Red Wind Cheater,True,men,3,8,False
18522,Men,Apparel,Topwear,Jackets,Black,Summer,2015.0,Casual,C Vox Men Solid 1349 Black Jacket,True,men,3,9,False
57090,Women,Apparel,Bottomwear,Skirts,Navy Blue,Summer,2012.0,Casual,Elle Women Navy Blue Skirt,False,women,9,21,False
57084,Women,Apparel,Bottomwear,Skirts,Blue,Summer,2012.0,Casual,Elle Women Blue Skirt,False,women,9,22,False
57089,Women,Apparel,Bottomwear,Skirts,Navy Blue,Summer,2012.0,Casual,Elle Women Blue Skirt,False,women,9,23,False
27497,Women,Apparel,Innerwear,Camisoles,Black,Winter,2015.0,Casual,Jockey Women Black Camisole,False,women,6,13,False
52491,Women,Apparel,Innerwear,Camisoles,Black,Winter,2015.0,Casual,Red Rose Black Camisole,False,women,6,14,False
50191,Women,Apparel,Innerwear,Camisoles,Black,Winter,2015.0,Casual,Hanes Women Black Cotton - Stretch Camisole,False,women,6,15,False
59894,Women,Apparel,Topwear,Shirts,Orange,Fall,2012.0,Casual,Femella Women Orange Shirt,False,women,10,21,False
32930,Women,Apparel,Topwear,Shirts,Black,Summer,2012.0,Formal,Van Heusen Woman Black Shirt,False,women,10,22,False
43630,Women,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Vero Moda Women Red Shirt,False,women,10,23,False
19643,Women,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,United Colors of Benetton Women Solid Grey Sweater,True,women,8,17,False
14582,Women,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Casual,United Colors of Benetton Women Solid Black Sweaters,True,women,8,18,False
21135,Women,Apparel,Topwear,Sweaters,Purple,Fall,2011.0,Casual,s.Oliver Women Solid Purple Sweater,True,women,8,19,False
17628,Men,Apparel,Topwear,Jackets,Charcoal,Fall,2011.0,Casual,ADIDAS Men Solid Grey Jacket,True,men,3,10,False
14309,Men,Apparel,Topwear,Jackets,Navy Blue,Fall,2011.0,Casual,ADIDAS Men Solid Navy Blue Jackets,True,men,3,11,False
19340,Men,Apparel,Topwear,Jackets,Black,Fall,2011.0,Casual,United Colors of Benetton Men Solid Black Jacket,True,men,3,12,False
15168,Men,Apparel,Topwear,Polo,Green,Fall,2011.0,Casual,Arrow Sport Men Solid Green Polo Tshirts,True,men,3,13,False
17259,Men,Apparel,Topwear,Polo,Black,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Black  Polo Tshirt,True,men,3,14,False
13420,Men,Apparel,Topwear,Polo,Purple,Summer,2011.0,Casual,United Colors of Benetton Men Solid Purple  polo T-shirts,True,men,3,15,False
